FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,DEST,CRS_DEP_TIME,DEP_DELAY,ARR_DELAY,DISTANCE
2021-04-22,AA,PHX,SEA,300,37,31,2529
2021-04-22,UA,LAS,SFO,36,-2,1,2828
2021-04-22,WN,DFW,PHX,1569,-17,-19,2979
2021-04-22,DL,JFK,DFW,110,2,5,1633
2021-04-22,DL,ORD,LAX,1240,-9,-13,1658
2021-04-22,UA,LAX,CLT,129,33,43,2954
2021-04-22,B6,LAS,MCO,1352,32,26,2534
2021-04-22,B6,DEN,ORD,2141,-23,-30,2409
2021-04-22,NK,SEA,LAX,478,2,-3,1256
2021-04-22,NK,LAX,LAS,1819,-4,-8,984
2021-04-22,WN,DEN,DEN,767,-27,-26,1541
2021-04-22,UA,JFK,PHX,2183,31,22,1103
2021-04-22,DL,CLT,CLT,1066,24,23,2402
2021-04-22,F9,DEN,CLT,2084,11,17,616
2021-04-22,UA,PHX,SEA,2228,-4,6,2380
2021-04-22,AA,LAX,DFW,552,-26,-12,1425
2021-04-22,NK,MIA,SEA,2195,25,28,2266
2021-04-22,DL,SFO,MIA,2231,0,1,2217
2021-04-22,WN,DEN,ORD,201,20,3,2396
2021-04-22,WN,MIA,SEA,152,-30,-30,2326
2021-04-22,NK,SEA,JFK,1998,21,11,1707
2021-04-22,DL,LAX,SFO,640,-36,-30,2534
2021-04-22,B6,PHX,SFO,240,-4,-17,2700
2021-04-22,DL,JFK,DEN,639,22,18,396
2021-04-22,DL,SEA,SFO,270,35,25,2852
2021-04-22,AA,SFO,LAX,586,47,53,1987
2021-04-22,DL,CLT,LAS,1656,10,17,686
2021-04-22,AS,ORD,ORD,192,-3,-17,1145
2021-04-22,F9,SEA,ATL,82,-8,-16,735
2021-04-22,AS,DFW,ORD,1289,-29,-21,2344
2021-04-22,UA,PHX,DEN,1736,-9,-3,454
2021-04-22,UA,JFK,ATL,774,3,4,2407
2021-04-22,F9,ORD,JFK,1931,48,44,2064
2021-04-22,WN,SEA,PHX,311,-35,-18,2403
2021-04-22,B6,JFK,ATL,534,-36,-30,204
2021-04-22,WN,LAS,MIA,1766,29,26,2787
2021-04-22,AA,PHX,MCO,2239,-36,-30,423
2021-04-22,DL,DEN,JFK,1113,65,60,767
2021-04-22,F9,LAX,MCO,1215,1,-11,706
2021-04-22,WN,MCO,ATL,167,-6,-22,1113
2021-04-22,DL,LAX,CLT,1225,11,18,1261
2021-04-22,WN,SEA,MIA,605,3,23,1163
2021-04-22,DL,SFO,LAX,1508,36,34,601
2021-04-22,WN,DFW,LAX,1407,-17,-15,1961
2021-04-22,AS,LAS,LAX,946,16,7,1889
2021-04-22,AS,LAS,ATL,1139,15,18,1798
2021-04-22,NK,JFK,LAX,2154,-27,-26,1996
2021-04-22,AS,MCO,CLT,2077,-10,-6,1208
2021-04-22,F9,MIA,CLT,289,-7,4,2337
2021-04-22,UA,DEN,MIA,899,17,24,1690
2021-04-22,F9,SFO,JFK,2071,13,17,2893
2021-04-22,F9,DEN,MIA,2031,-24,-30,1229
2021-04-22,AA,MIA,DFW,1326,8,2,801
2021-04-22,WN,LAS,MCO,279,50,39,978
2021-04-22,UA,LAS,DFW,527,0,6,1870
2021-04-22,F9,SFO,CLT,2130,38,35,2341
2021-04-22,F9,DFW,CLT,1945,4,6,2570
2021-04-22,B6,ATL,PHX,333,55,55,1404
2021-04-22,WN,DFW,CLT,747,33,32,2678
2021-04-22,DL,PHX,MCO,982,17,17,2788
2021-04-22,AA,ORD,DFW,1118,21,15,1343
2021-04-22,UA,ATL,LAX,925,25,26,2035
2021-04-22,UA,MIA,ORD,1095,-21,-15,870
2021-04-22,AA,MCO,MIA,1633,-29,-26,2479
2021-04-22,NK,DFW,ORD,2241,-11,-17,2477
2021-04-22,WN,SFO,JFK,588,73,59,1036
2021-04-22,DL,LAX,ATL,1225,36,22,1310
2021-04-22,B6,MIA,ATL,1880,-8,-1,670
2021-04-22,WN,PHX,PHX,1064,-29,-30,1514
2021-04-22,AA,PHX,ORD,1178,-3,-13,1138
2021-04-22,NK,SFO,ORD,474,6,0,1593
2021-04-22,WN,JFK,LAX,143,30,18,881
2021-04-22,F9,LAS,DFW,1204,61,61,1057
2021-04-23,WN,SEA,DEN,1770,-25,-24,1219
2021-04-23,NK,LAX,SEA,546,11,-16,2792
2021-04-23,AA,JFK,ORD,941,11,1,1668
2021-04-23,NK,MIA,SFO,207,15,-2,393
2021-04-23,NK,SEA,MCO,992,26,22,981
2021-04-23,AA,JFK,MCO,2080,-4,-5,377
2021-04-23,NK,JFK,DEN,1741,-1,-21,2874
2021-04-23,B6,ORD,DFW,2313,34,40,1551
2021-04-23,AA,JFK,LAX,1956,11,13,324
2021-04-23,AA,LAS,LAS,1980,-1,-10,1310
2021-04-23,AA,PHX,ORD,1006,-35,-30,2398
2021-04-23,F9,MIA,LAS,227,-17,-11,1615
2021-04-23,F9,SEA,ATL,838,41,39,859
2021-04-23,F9,ORD,SEA,2251,-23,-24,2275
2021-04-23,UA,LAX,ORD,1555,-2,0,2124
2021-04-23,AA,CLT,MCO,606,20,32,2658
2021-04-23,AA,MIA,PHX,1413,20,23,515
2021-04-23,AA,MIA,SEA,2284,-2,0,1668
2021-04-23,B6,ORD,DFW,553,17,24,2944
2021-04-23,F9,PHX,ORD,259,4,-6,1983
2021-04-23,WN,DEN,JFK,1935,-26,-30,2981
2021-04-23,F9,DEN,SFO,2279,-12,-12,1596
2021-04-23,AA,LAX,LAS,1311,26,21,1654
2021-04-23,AA,LAX,LAS,706,-17,-10,906
2021-04-23,NK,JFK,SFO,431,-4,-12,1811
2021-04-23,B6,LAX,MIA,1663,10,10,2417
2021-04-23,WN,JFK,MCO,1210,17,26,773
2021-04-23,B6,PHX,SFO,2289,9,2,301
2021-04-23,NK,PHX,MCO,1399,-20,-30,1175
2021-04-23,AS,SFO,SEA,1842,26,12,2549
2021-04-23,DL,MIA,ORD,168,25,21,489
2021-04-23,DL,DFW,CLT,12,16,13,2274
2021-04-23,DL,MCO,LAX,2111,51,49,1585
2021-04-23,AA,DFW,MIA,1587,-7,-4,2716
2021-04-23,B6,MIA,SEA,2183,5,-7,2614
2021-04-23,AA,ORD,DFW,1899,22,14,663
2021-04-23,DL,ATL,ORD,1270,-4,-15,711
2021-04-23,WN,DFW,PHX,1735,-29,-27,2120
2021-04-23,WN,ORD,PHX,1637,-24,-30,1667
2021-04-23,AS,CLT,LAS,345,58,53,1936
2021-04-23,B6,DEN,JFK,1507,47,42,2871
2021-04-23,AS,SFO,SFO,1890,18,6,1748
2021-04-23,F9,ORD,JFK,138,-24,-12,2205
2021-04-23,WN,ORD,CLT,1649,-1,9,441
2021-04-23,DL,SEA,ATL,1431,15,12,1818
2021-04-23,AS,JFK,MIA,820,35,28,1351
2021-04-23,AS,MCO,SFO,2006,-14,-17,715
2021-04-23,AS,DFW,JFK,2047,28,21,161
2021-04-23,B6,CLT,ATL,2071,-4,1,1224
2021-04-23,NK,ORD,PHX,1104,-8,-7,1150
2021-04-23,F9,DEN,MIA,550,1,25,572
2021-04-23,B6,ATL,ATL,832,37,36,660
2021-04-23,DL,ATL,ATL,2277,-26,-30,2961
2021-04-23,DL,CLT,JFK,2283,0,-1,2419
2021-04-23,DL,SFO,PHX,2127,-23,-26,2908
2021-04-23,AS,ATL,ORD,2050,-24,1,1788
2021-04-23,NK,JFK,JFK,1831,-30,-30,2065
2021-04-23,DL,LAX,MIA,799,-15,-4,2919
2021-04-23,F9,PHX,LAS,784,48,58,1597
2021-04-23,B6,ATL,DFW,1218,38,27,2905
2021-04-23,WN,MCO,ATL,224,67,59,1144
2021-04-23,DL,DEN,SEA,1426,19,30,1176
2021-04-23,UA,DEN,LAX,1001,-22,-30,2547
2021-04-23,B6,LAX,DEN,1079,68,68,1245
2021-04-23,AA,PHX,SFO,2351,-26,-30,991
2021-04-23,WN,DEN,DEN,1576,16,13,1704
2021-04-23,B6,SFO,PHX,527,40,38,2884
2021-04-23,DL,DFW,JFK,1922,-11,-5,668
2021-04-23,AS,LAX,PHX,23,25,20,2938
2021-04-23,F9,MIA,ATL,1130,8,6,2071
2021-04-23,UA,DEN,DEN,2145,45,36,2822
2021-04-23,AA,SEA,JFK,1776,5,0,2318
2021-04-23,WN,JFK,ATL,1377,-13,-11,1579
2021-04-23,DL,MIA,LAX,503,40,51,1146
2021-04-23,B6,CLT,JFK,2103,-34,-30,1377
2021-04-23,NK,LAS,MIA,1230,12,6,2313
2021-04-23,B6,SEA,SFO,2033,17,14,2309
2021-04-23,WN,MCO,LAX,416,4,-5,1968
2021-04-23,UA,CLT,ATL,544,-24,-30,2304
2021-04-23,AS,SFO,JFK,4,69,69,1863
2021-04-23,F9,LAS,SEA,2052,-13,-13,258
2021-04-23,DL,LAS,MCO,2162,13,5,574
2021-04-23,WN,JFK,SEA,2,-13,-7,453
2021-04-23,WN,PHX,DEN,1822,12,8,2943
2021-04-23,B6,ORD,ORD,1838,-4,0,1852
2021-04-23,NK,PHX,SEA,155,-4,22,1056
2021-04-23,WN,SEA,LAS,2180,20,32,1076
2021-04-23,AA,CLT,ATL,1808,-35,-18,1591
2021-04-23,AA,ORD,LAS,1588,-17,-10,2014
2021-04-23,DL,ATL,ATL,1846,8,-11,1107
2021-04-23,WN,MIA,MIA,71,30,18,1141
2021-04-23,B6,PHX,SFO,1550,0,7,2758
2021-04-23,AS,DFW,ATL,1102,27,20,2430
2021-04-23,DL,LAS,MIA,1053,-3,12,2222
2021-04-23,UA,MIA,MIA,1767,36,38,194
2021-04-23,B6,CLT,JFK,1312,13,13,1399
2021-04-23,UA,JFK,SEA,760,21,26,818
2021-04-23,DL,ORD,MIA,17,96,82,538
2021-04-23,NK,ORD,LAS,1322,20,12,2271
2021-04-23,AA,SFO,SFO,902,6,4,2414
2021-04-23,B6,DEN,PHX,45,3,-6,827
2021-04-23,AS,ORD,SEA,974,1,18,1824
2021-04-23,B6,PHX,MIA,1945,13,11,2850
2021-04-23,DL,PHX,SEA,1940,23,19,2570
2021-04-23,B6,PHX,JFK,9,15,6,749
2021-04-23,B6,ATL,DEN,1994,36,30,398
2021-04-23,NK,SEA,MIA,2252,12,7,582
2021-04-23,DL,LAS,ORD,909,13,5,352
2021-04-23,F9,SEA,SEA,726,3,16,2519
2021-04-23,WN,PHX,LAX,515,-4,-17,2691
2021-04-23,DL,PHX,LAX,225,-22,-24,2044
2021-04-23,B6,DEN,LAS,1403,13,8,2827
2021-04-23,AS,SEA,MIA,409,10,11,2399
2021-04-23,AS,SFO,ORD,157,23,33,1961
2021-04-23,NK,MCO,SFO,913,54,53,220
2021-04-23,DL,LAS,DFW,529,8,18,860
2021-04-23,B6,DFW,SFO,1209,17,8,2898
2021-04-23,UA,MIA,JFK,1354,8,7,1691
2021-04-23,UA,MIA,SEA,1601,-15,-13,1204
2021-04-23,AA,PHX,MCO,20,21,39,1079
2021-04-23,F9,SEA,SEA,763,23,31,724
2021-04-23,NK,DEN,DFW,1914,-7,-1,2131
2021-04-23,DL,ORD,ORD,747,-32,-28,833
2021-04-23,DL,SFO,SEA,2031,-19,-30,632
2021-04-23,UA,MIA,DFW,2171,-16,-13,2119
2021-04-23,UA,ATL,LAX,550,52,51,922
2021-04-23,UA,CLT,SEA,676,6,8,860
2021-04-23,NK,ORD,LAX,1619,-9,0,2880
2021-04-23,AS,MIA,DFW,792,3,11,2408
2021-04-23,AS,DFW,SEA,775,50,36,2963
2021-04-23,AA,MCO,ORD,885,16,18,1617
2021-04-23,AA,DFW,DEN,1896,23,36,240
2021-04-24,WN,SEA,ATL,794,-6,-21,977
2021-04-24,AS,SFO,SFO,1847,-46,-30,315
2021-04-24,DL,PHX,DFW,158,6,11,532
2021-04-24,AA,SFO,JFK,583,3,-7,2500
2021-04-24,B6,DFW,LAX,280,45,34,950
2021-04-24,DL,JFK,DFW,72,13,0,348
2021-04-24,WN,CLT,DEN,1770,-34,-30,2408
2021-04-24,UA,MCO,JFK,1635,9,23,856
2021-04-24,WN,DFW,PHX,2269,27,20,1602
2021-04-24,DL,MIA,ATL,1136,-38,-30,175
2021-04-24,UA,ATL,DFW,2289,-3,8,224
2021-04-24,WN,SFO,LAX,237,-22,-21,1601
2021-04-24,WN,LAX,MCO,1974,-33,-22,1155
2021-04-24,DL,SEA,ATL,553,31,30,987
2021-04-24,AA,MIA,MIA,1327,30,10,1504
2021-04-24,NK,ORD,SEA,237,-6,-4,1829
2021-04-24,NK,CLT,SEA,1549,-21,-22,479
2021-04-24,B6,LAX,LAS,935,-24,-9,2716
2021-04-24,WN,LAX,ATL,2050,-19,-8,2138
2021-04-24,NK,DFW,LAX,979,21,10,2072
2021-04-24,B6,JFK,LAS,1401,15,-4,2275
2021-04-24,AS,MCO,CLT,2117,12,-3,565
2021-04-24,AS,SEA,MCO,2324,20,31,2586
2021-04-24,DL,LAX,PHX,602,14,11,2009
2021-04-24,F9,LAS,MCO,989,-11,2,1301
2021-04-24,DL,PHX,MCO,397,-11,-30,555
2021-04-24,F9,LAX,DFW,1605,57,53,2088
2021-04-24,F9,LAS,LAX,1120,11,5,1153
2021-04-24,F9,SFO,CLT,883,9,11,658
2021-04-24,AA,SEA,ORD,1142,27,9,1567
2021-04-24,F9,ORD,MCO,843,30,21,1164
2021-04-24,UA,LAS,ATL,1347,-26,-15,434
2021-04-24,B6,LAS,LAX,177,41,30,2756
2021-04-24,NK,JFK,DFW,1461,-22,-10,2551
2021-04-24,WN,LAX,ATL,1358,-15,-18,461
2021-04-24,UA,SFO,JFK,288,27,16,2814
2021-04-24,AS,DFW,DFW,475,-7,10,2557
2021-04-24,NK,DFW,PHX,259,9,17,1205
2021-04-24,AS,SFO,SEA,2187,-3,11,2970
2021-04-24,B6,DEN,JFK,301,6,3,649
2021-04-24,NK,ATL,DEN,1992,28,23,1401
2021-04-24,B6,ORD,SEA,1683,-5,-18,303
2021-04-24,F9,SFO,DFW,629,-2,7,1451
2021-04-24,NK,MIA,SFO,1236,-28,-17,397
2021-04-24,UA,LAS,PHX,68,-24,-24,1114
2021-04-24,UA,LAS,SFO,1468,13,19,614
2021-04-24,AA,SFO,DFW,2186,38,43,1903
2021-04-24,WN,DEN,DFW,251,11,-11,1187
2021-04-24,WN,DFW,DFW,1220,-25,-19,2637
2021-04-24,WN,LAS,CLT,1743,0,-7,1024
2021-04-24,F9,JFK,SEA,2148,7,9,2316
2021-04-24,NK,MIA,DEN,2273,30,33,2847
2021-04-24,AS,MCO,PHX,2173,31,37,1631
2021-04-24,AS,LAX,DEN,149,-15,-14,1358
2021-04-24,UA,ORD,LAS,1038,7,19,834
2021-04-24,AA,SFO,MCO,1091,32,48,221
2021-04-24,DL,DFW,JFK,457,-19,-16,2479
2021-04-24,AA,SFO,DFW,876,31,14,2947
2021-04-24,NK,MIA,SFO,331,-41,-30,482
2021-04-24,AS,PHX,CLT,188,9,4,1179
2021-04-24,F9,PHX,SFO,1358,5,4,899
2021-04-24,UA,DEN,JFK,2146,51,50,2440
2021-04-24,AA,ATL,PHX,687,4,4,2801
2021-04-24,UA,MCO,PHX,751,-19,-28,1815
2021-04-24,B6,ORD,LAX,472,-3,-10,2543
2021-04-24,B6,LAS,DEN,628,4,1,2131
2021-04-24,DL,DFW,JFK,1465,43,52,2870
2021-04-24,AS,PHX,SEA,884,35,33,2239
2021-04-24,F9,DEN,PHX,205,20,15,2415
2021-04-24,B6,LAX,LAX,1822,-2,6,248
2021-04-24,DL,MCO,LAS,1577,60,58,1562
2021-04-24,WN,SEA,MCO,1549,20,41,300
2021-04-24,UA,CLT,DFW,1341,10,19,2697
2021-04-24,F9,ATL,DEN,197,-23,-23,1633
2021-04-24,WN,SEA,DEN,58,44,35,831
2021-04-24,WN,DFW,SFO,1323,-3,0,1812
2021-04-24,NK,JFK,LAS,1243,-1,-11,1590
2021-04-24,DL,CLT,PHX,1968,7,-18,1919
2021-04-24,NK,DFW,LAS,899,9,24,2116
2021-04-24,UA,LAX,JFK,1222,1,-15,2373
2021-04-24,DL,DFW,LAS,1897,-6,-9,2490
2021-04-24,AA,ATL,DFW,248,0,0,1030
2021-04-24,WN,CLT,MIA,773,25,35,1059
2021-04-24,UA,LAS,DEN,1129,-18,-30,2775
2021-04-24,WN,ORD,DEN,1508,67,59,1286
2021-04-24,AA,CLT,MIA,2026,8,16,1730
2021-04-24,AS,LAS,DEN,1776,39,53,1836
2021-04-24,AA,PHX,ATL,476,22,13,598
2021-04-24,AS,MIA,SFO,639,0,12,294
2021-04-24,UA,CLT,JFK,82,8,-7,169
2021-04-24,UA,LAX,ORD,2125,-18,-30,1849
2021-04-24,F9,LAX,PHX,109,-46,-30,342
2021-04-24,AA,MCO,CLT,1036,20,36,2921
2021-04-24,NK,MIA,JFK,1320,15,4,1115
2021-04-24,WN,DFW,SEA,513,33,20,496
2021-04-24,B6,ATL,LAS,2113,27,18,1282
2021-04-24,WN,PHX,SFO,1152,-35,-24,1050
2021-04-24,B6,ORD,CLT,219,35,29,1876
2021-04-24,NK,DFW,PHX,1505,-4,9,1225
2021-04-24,DL,PHX,LAS,1047,43,37,1137
2021-04-24,UA,LAX,JFK,2224,7,8,2216
2021-04-24,NK,PHX,CLT,1135,17,4,1732
2021-04-24,AA,SFO,PHX,2011,7,0,2439
2021-04-24,DL,MIA,LAX,1505,15,19,767
2021-04-24,NK,MCO,ATL,629,18,16,1015
2021-04-24,WN,ORD,LAS,1504,52,36,1154
2021-04-24,B6,SFO,MCO,1988,-18,-10,1773
2021-04-24,AS,SFO,JFK,733,26,24,2720
2021-04-24,UA,MIA,MIA,1154,34,36,2021
2021-04-24,B6,MIA,MCO,2204,-8,7,2989
2021-04-24,WN,SEA,MCO,1310,-30,-27,2028
2021-04-24,F9,LAS,ORD,605,10,11,886
2021-04-24,WN,DFW,ORD,860,32,25,1192
2021-04-24,AA,DFW,CLT,926,2,10,1885
2021-04-24,DL,ATL,MIA,1174,13,14,1686
2021-04-24,UA,SEA,ORD,175,43,28,2786
2021-04-24,AA,JFK,MIA,1189,38,52,2621
2021-04-24,B6,JFK,MCO,633,25,-2,1364
2021-04-25,F9,SFO,SEA,1716,-1,0,722
2021-04-25,DL,LAS,JFK,1904,14,26,2199
2021-04-25,NK,MCO,MIA,673,12,8,514
2021-04-25,UA,MCO,JFK,1623,-14,-9,1088
2021-04-25,B6,MCO,DEN,152,29,27,478
2021-04-25,UA,LAS,SFO,2301,19,8,877
2021-04-25,UA,DEN,SEA,680,-19,-16,2733
2021-04-25,AS,LAX,DFW,1533,4,7,2839
2021-04-25,AS,ATL,SEA,204,-19,-21,2829
2021-04-25,NK,LAX,MIA,771,20,19,1434
2021-04-25,F9,LAX,PHX,919,-5,-18,2163
2021-04-25,DL,PHX,SEA,228,4,5,649
2021-04-25,AS,ATL,MCO,133,-3,-8,1058
2021-04-25,B6,PHX,JFK,2212,2,3,244
2021-04-25,AS,CLT,ATL,1022,27,36,1603
2021-04-25,F9,ORD,ORD,96,16,17,1491
2021-04-25,F9,MCO,SFO,1846,12,11,1744
2021-04-25,AA,MCO,SEA,383,10,-10,906
2021-04-25,AA,PHX,LAS,434,-33,-28,1508
2021-04-25,AA,CLT,PHX,2128,26,42,2680
2021-04-25,F9,JFK,ATL,1529,24,22,1890
2021-04-25,UA,ATL,DFW,1051,12,9,1226
2021-04-25,WN,MIA,MIA,805,-29,-30,664
2021-04-25,DL,MIA,SFO,1480,0,12,1552
2021-04-25,AA,SFO,PHX,821,-32,-30,2575
2021-04-25,DL,ORD,MCO,1332,14,9,2908
2021-04-25,AS,LAS,LAS,675,30,12,870
2021-04-25,NK,LAS,CLT,701,0,21,1219
2021-04-25,UA,DFW,LAX,1779,37,37,1717
2021-04-25,DL,LAX,LAX,1679,-9,-19,1306
2021-04-25,AA,MCO,LAS,2109,1,-5,2230
2021-04-25,AA,LAS,PHX,1569,-3,1,161
2021-04-25,F9,DEN,LAX,1798,-53,-29,917
2021-04-25,UA,SEA,MCO,390,14,11,1961
2021-04-25,UA,PHX,SFO,1456,40,34,375
2021-04-25,B6,CLT,PHX,351,-9,-2,1129
2021-04-25,UA,LAS,MCO,1874,-6,-10,352
2021-04-25,WN,SEA,SEA,1049,18,22,1106
2021-04-25,WN,ATL,LAS,639,8,2,587
2021-04-25,AA,SEA,CLT,618,-48,-24,2713
2021-04-25,NK,ORD,PHX,2205,-13,-2,1076
2021-04-25,AS,SFO,SEA,170,-18,-30,2333
2021-04-25,UA,LAX,SEA,1461,-25,-10,2944
2021-04-25,WN,DFW,PHX,1090,26,18,298
2021-04-25,F9,DFW,DEN,1171,-5,-18,1544
2021-04-25,WN,SFO,LAX,1964,18,14,205
2021-04-25,F9,LAX,JFK,1715,52,51,2676
2021-04-25,B6,CLT,SFO,1292,8,6,1010
2021-04-25,AS,CLT,MCO,160,-38,-16,1975
2021-04-25,F9,MIA,MIA,574,5,8,2024
2021-04-25,AS,JFK,MIA,170,34,38,1984
2021-04-25,UA,DFW,SFO,452,13,3,998
2021-04-25,B6,LAX,DEN,2175,-4,-15,1507
2021-04-25,AS,ORD,MCO,746,-22,-13,1134
2021-04-25,NK,ORD,LAS,1150,20,1,2712
2021-04-25,AS,PHX,JFK,1759,-43,-26,2315
2021-04-25,F9,ORD,MCO,317,23,35,2845
2021-04-25,DL,DFW,LAS,499,-16,-30,973
2021-04-25,B6,SFO,CLT,1618,29,22,2031
2021-04-25,AS,LAS,MCO,444,45,47,552
2021-04-25,DL,MCO,LAS,1984,3,7,2515
2021-04-25,DL,MIA,ATL,1678,-2,4,2637
2021-04-25,NK,DFW,SEA,1923,-8,0,1935
2021-04-25,AS,MIA,LAX,2264,33,23,1493
2021-04-25,F9,SFO,CLT,903,28,23,1050
2021-04-25,UA,MCO,JFK,2092,-9,2,1832
2021-04-25,DL,JFK,ATL,2160,9,3,1236
2021-04-25,DL,MCO,SEA,867,-29,-30,2006
2021-04-25,NK,LAS,MCO,17,10,13,2213
2021-04-25,B6,CLT,ATL,27,-18,-17,2131
2021-04-25,UA,LAX,SEA,736,-28,-29,1847
2021-04-25,NK,ORD,MIA,739,9,22,2451
2021-04-25,F9,JFK,ATL,2244,28,20,314
2021-04-25,UA,DEN,ORD,355,3,10,1630
2021-04-25,DL,LAX,LAS,946,29,33,1195
2021-04-25,F9,LAX,JFK,539,32,26,908
2021-04-25,B6,DEN,LAX,848,20,10,1125
2021-04-25,B6,DEN,CLT,2232,-17,-16,455
2021-04-25,B6,ATL,SEA,127,-9,-10,2814
2021-04-25,NK,MCO,MCO,820,12,14,556
2021-04-25,B6,SEA,ORD,1986,25,21,2891
2021-04-25,AA,ORD,ATL,2322,-2,8,2686
2021-04-25,F9,LAS,MCO,822,66,73,1434
2021-04-25,NK,MCO,JFK,510,-18,-20,617
2021-04-25,AS,MIA,DFW,1679,42,30,2094
2021-04-25,NK,ORD,JFK,1663,-31,-30,1747
2021-04-25,NK,JFK,PHX,2087,33,30,672
2021-04-25,DL,JFK,CLT,2138,0,-7,645
2021-04-25,DL,LAX,DFW,1405,-7,-14,2762
2021-04-25,DL,SFO,DFW,8,3,6,483
2021-04-25,UA,LAS,SEA,1068,-6,10,1918
2021-04-25,F9,LAS,JFK,758,1,17,1585
2021-04-25,UA,CLT,LAX,505,8,0,2869
2021-04-25,B6,DEN,ORD,1027,-5,-15,2213
2021-04-25,AS,CLT,LAX,1725,42,51,291
2021-04-25,F9,LAS,PHX,868,3,8,956
2021-04-25,UA,ATL,MIA,326,-20,-8,1910
2021-04-25,WN,ATL,LAS,1736,-37,-30,1810
2021-04-25,F9,SEA,DFW,1334,-24,-20,2858
2021-04-25,DL,MIA,PHX,922,-6,-19,887
2021-04-25,DL,DEN,MIA,1555,3,-2,506
2021-04-25,AA,SFO,ORD,312,31,33,1170
2021-04-25,AA,MIA,SEA,681,-4,6,2159
2021-04-25,WN,LAS,LAX,426,3,16,2128
2021-04-25,AA,LAS,ATL,1221,31,28,430
2021-04-25,AS,ORD,LAX,1659,60,50,2156
2021-04-25,B6,ATL,DFW,1823,11,1,153
2021-04-25,B6,ORD,SEA,193,18,25,2248
2021-04-25,F9,CLT,PHX,1741,39,30,2397
2021-04-25,DL,SFO,DFW,83,6,3,1023
2021-04-25,NK,DEN,SFO,400,18,16,1031
2021-04-25,B6,SEA,ORD,840,-24,-14,347
2021-04-25,AA,MCO,SFO,2184,1,-12,2314
2021-04-25,WN,PHX,PHX,1895,18,25,2758
2021-04-25,NK,LAS,DFW,903,-22,-16,740
2021-04-25,AS,MIA,LAS,1816,-6,-7,411
2021-04-25,NK,DFW,SFO,314,24,5,386
2021-04-25,B6,JFK,LAX,707,32,31,1930
2021-04-25,DL,PHX,LAS,1993,-7,-5,887
2021-04-25,DL,DEN,MIA,14,-24,-10,927
2021-04-25,NK,JFK,LAS,528,14,18,2131
2021-04-25,AS,DFW,LAX,2085,2,-11,1203
2021-04-25,AA,ORD,CLT,660,-31,-29,1888
2021-04-25,B6,DEN,SFO,2278,7,12,2902
2021-04-25,AA,DEN,ATL,17,32,34,1860
2021-04-25,DL,SEA,MIA,2012,52,55,2020
2021-04-25,WN,LAX,PHX,1263,9,-3,1256
2021-04-25,B6,MCO,PHX,1729,13,12,1614
2021-04-25,F9,DFW,ATL,2280,-7,-15,658
2021-04-25,WN,MIA,CLT,1602,11,19,1607
2021-04-26,AS,ORD,MIA,59,13,18,394
2021-04-26,B6,SFO,MCO,2054,-18,-20,2965
2021-04-26,DL,DEN,DEN,1685,20,26,1319
2021-04-26,B6,JFK,LAS,2146,-9,-13,1478
2021-04-26,DL,SEA,ORD,1514,28,12,898
2021-04-26,UA,SFO,ORD,106,-17,-30,876
2021-04-26,DL,LAX,CLT,1013,0,14,1698
2021-04-26,DL,MCO,DEN,2011,-7,-8,1528
2021-04-26,AS,DFW,ATL,57,3,3,1780
2021-04-26,B6,JFK,MIA,425,6,-16,508
2021-04-26,WN,ORD,LAS,800,5,0,681
2021-04-26,DL,JFK,LAX,564,25,20,872
2021-04-26,NK,MCO,SFO,1090,47,39,2958
2021-04-26,B6,ATL,SEA,1364,16,8,622
2021-04-26,DL,CLT,CLT,1371,-10,-16,182
2021-04-26,AA,MCO,DFW,1472,40,41,2610
2021-04-26,NK,DEN,ORD,1139,-8,-11,2154
2021-04-26,AA,SEA,PHX,607,-17,-10,2771
2021-04-26,AA,ATL,ATL,1603,-12,-15,775
2021-04-26,NK,MCO,PHX,151,4,13,1474
2021-04-26,AA,MCO,MCO,1130,12,17,918
2021-04-26,WN,SEA,SFO,1505,-5,-14,2428
2021-04-26,NK,ATL,SFO,1047,-7,-8,2275
2021-04-26,AS,SEA,LAS,1950,3,-3,2930
2021-04-26,DL,MCO,SEA,72,21,15,2644
2021-04-26,AA,PHX,SEA,313,-1,-5,1298
2021-04-26,B6,ORD,MIA,841,2,15,1341
2021-04-26,AA,JFK,JFK,204,9,5,1582
2021-04-26,UA,LAX,DFW,1473,-14,-7,868
2021-04-26,UA,CLT,ATL,845,-12,-3,962
2021-04-26,AS,SEA,JFK,1192,-34,-19,1180
2021-04-26,WN,MCO,PHX,335,17,13,349
2021-04-26,F9,SFO,LAX,579,14,23,2338
2021-04-26,UA,SEA,MCO,1237,0,17,2727
2021-04-26,NK,LAX,MIA,1492,20,27,596
2021-04-26,B6,ATL,LAS,519,10,12,1850
2021-04-26,AA,SFO,SFO,2147,-28,-24,700
2021-04-26,UA,MIA,ATL,14,-20,-25,2699
2021-04-26,UA,MIA,DFW,2289,21,20,424
2021-04-26,WN,SFO,DEN,1103,-5,-9,2197
2021-04-26,NK,ORD,ORD,1646,10,8,1664
2021-04-26,UA,MCO,LAS,1870,-5,17,2018
2021-04-26,NK,MIA,LAS,614,56,50,2105
2021-04-26,AA,CLT,LAS,2027,74,77,153
